block_number,block_timestamp,tx_type,transaction_hash,pool_tx_index,pool_log_index,proxy_log_index,sender,receipt,amount0,amount1,total_liquidity,total_liquidity_delta,sqrtPriceX96,current_tick,position_id,tick_lower,tick_upper,liquidity
18537835,2023-11-10 00:01:47,SWAP,0xc96c65df8073d2e24874f47f7f6c6de0cba9a857cfd6be1c7da2702e4f270d65,43,75,,0xe37e799d5077682fa0a244d46e5649f71457bd09,0xe37e799d5077682fa0a244d46e5649f71457bd09,-102766682719,48534500000000000000,15565256566494037500,0,1721477071861959710165679254410081,199737.0,,,,
18537836,2023-11-10 00:01:59,SWAP,0x62271706214c6abd3e0971a530927b130991fa74f2d65d376424fac980056861,268,339,,0xe37e799d5077682fa0a244d46e5649f71457bd09,0xe37e799d5077682fa0a244d46e5649f71457bd09,-21170282131,10000000000000000000,15565256566494037500,0,1721527947058327156782390685581983,199737.0,,,,
18537837,2023-11-10 00:02:11,SWAP,0xc02f9fdd42778817ee20bc2ff8a46ea65cd5ddfead452bc13a4f2c8581cac5b7,0,2,,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,262521222102,-123838919560878653189,15565256566494037500,0,1720897598949213387155271436004968,199730.0,,,,
18537837,2023-11-10 00:02:11,SWAP,0xba70fcebe98e4db8a57d8f0a430ae8760336656fa7f3bda3d2fb87fa65b89c32,79,152,,0xe592427a0aece92de3edee1f18e0157c05861564,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,8915998676,-4204344386830083454,15565256566494037500,0,1720876198564393341889149995181311,199730.0,,,,
18537838,2023-11-10 00:02:23,SWAP,0x573244248b7cc33b249efb7961f6d4eb04c3444241a6b9ded18b0a84b497ced9,21,74,,0xe37e799d5077682fa0a244d46e5649f71457bd09,0xe37e799d5077682fa0a244d46e5649f71457bd09,29902728365,-14099885325765393433,15549990743094493139,0,1720804378385271146440076139580466,199729.0,,,,
18537838,2023-11-10 00:02:23,SWAP,0xfc1517cbb1b742fcbd2409576c9f13e0b59944792fa0dd27f8789d8288349b7e,68,199,,0xe592427a0aece92de3edee1f18e0157c05861564,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,17691562764,-8341460679940523746,15549990743094493139,0,1720761878128307960816768210961204,199728.0,,,,
18537838,2023-11-10 00:02:23,SWAP,0x4df5f9034e17e9ecb2738cc7dcae2cf388f6c8e2c92a78b687acd1c80632aee1,133,332,,0x8d8404f8cca4c8834ca3cab1e54887ae47724bee,0x8d8404f8cca4c8834ca3cab1e54887ae47724bee,8198633000,-3865464229522662262,15549990743094493139,0,1720742183349498803036397387033461,199728.0,,,,
18537840,2023-11-10 00:02:47,SWAP,0x0f907afeed8c3cff000b4bdc7f10a0a81a57bad39d80e8e882e0fcba17194ec0,112,199,,0xe592427a0aece92de3edee1f18e0157c05861564,0xe592427a0aece92de3edee1f18e0157c05861564,-42377987,20000000000000000,15549990743094493139,0,1720742285199782499409139046384092,199728.0,,,,
18537842,2023-11-10 00:03:11,SWAP,0x537f7550f3c07c30f9443825919e97529e1690223566a504f16cc05c0992f03b,11,47,,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x6f031557af6861f3c7d75b884a53c3813567bcac,-2979257499,1406046050273485832,15549990743094493139,0,1720749445509238025354254315345710,199728.0,,,,
18537842,2023-11-10 00:03:11,SWAP,0x461c15d265198fd64b80676f9742402394a52d8fddfb6b32e0d18e6fba56056d,104,185,,0xe592427a0aece92de3edee1f18e0157c05861564,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,4922982451,-2321048472980954371,15549990743094493139,0,1720737619624023110749700862567328,199728.0,,,,
18537842,2023-11-10 00:03:11,SWAP,0xa183299466e85d54841d29d6876ee2346b214ec338c8dd333073598f25990a0e,174,444,,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,-13859490361,6540982828013740972,15549990743094493139,0,1720770929671857425849247121536736,199729.0,,,,
18537842,2023-11-10 00:03:11,SWAP,0xe138d0f2a0e8dbf73d42d32aa96d7a98731a7325add4e3a6190c8635e3215c29,198,509,,0xe37e799d5077682fa0a244d46e5649f71457bd09,0xe37e799d5077682fa0a244d46e5649f71457bd09,-58517265954,27620000000000000000,15565256566494037500,0,1720911530620462978814811075130499,199730.0,,,,
18537844,2023-11-10 00:03:35,SWAP,0xeae3d43aa82a98557755cb257a5451d8ef26dbfa72a7ab20e95b624d2364a86c,0,2,,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,115631307405,-54518773189263189783,15549990743094493139,0,1720633808399579852673566561887698,199727.0,,,,
18537844,2023-11-10 00:03:35,SWAP,0x01e82a0f50a8a17d8ec48ecbe177c14f05c385540fcbc2b0fa8cb4d900d08761,109,215,,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x07eb34592f311f4ebe29b028dd9db49917a452ba,-6737446537,3179320839572223503,15549990743094493139,0,1720649999136053463720184666719938,199727.0,,,,
18537845,2023-11-10 00:03:47,SWAP,0x4c698d9d88dee7639834b7c9d74988fe2d531cbdbccf663dfe6cd0c01e24f749,2,10,,0xe8cfad4c75a5e1caf939fd80afcf837dde340a69,0xe8cfad4c75a5e1caf939fd80afcf837dde340a69,188308883437,-88749388558429879091,15549990743094493139,0,1720197815524119711831634184643998,199722.0,,,,
18537845,2023-11-10 00:03:47,SWAP,0x216ba2fb8956745bdc5bafc7d735b4b171968c872ace817ce51201bd58956b14,18,40,,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xdef1c0ded9bec7f1a1670819833240f027b25eff,1470000000,-692622919139852364,15549990743094493139,0,1720194286567601002286811226516204,199722.0,,,,
18537846,2023-11-10 00:03:59,SWAP,0xea8ebb346e36732d7a22fe030f7610e9cc72b354dff97333da7a342d83c2c1b2,6,29,,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0x51c72848c68a965f66fa7a88855f9f7784502a7f,-82672478992,38996365381839544320,15549990743094493139,0,1720392876111464390613071168455007,199724.0,,,,
18537847,2023-11-10 00:04:11,SWAP,0x88a0f52cef8c0dce7562caccd44266d3f12f669527c5ac66d80321252b61b5a5,167,191,,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xdef1c0ded9bec7f1a1670819833240f027b25eff,-69990417,33018088717403240,15549990743094493139,0,1720393044256549539589268412665869,199724.0,,,,
18537848,2023-11-10 00:04:23,SWAP,0xfe8dbc21f0740e7b946f6da21b90000eaec944babdbefaff1e242fbb9e8bc15d,187,177,,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,-4006323222,1890000000000000000,15549990743094493139,0,1720402669108358846813355221300574,199724.0,,,,
18537849,2023-11-10 00:04:35,SWAP,0x0677586ca7a5550dee7febb2a9e245a00838cd4c639952be8840efae04c610cb,50,114,,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xdef1c0ded9bec7f1a1670819833240f027b25eff,49819971914,-23477785303731174917,15549990743094493139,0,1720283048343288934315039003675555,199723.0,,,,
18537851,2023-11-10 00:04:59,SWAP,0xc17c935833a26bed6efef5c40812ac3425b38a8a59be21fa309ffb230db9d1f8,12,88,,0xad3b67bca8935cb510c8d18bd45f0b94f54a968f,0x2cad29e9640b9bcfb1d8d25cf3e4bd05f55cce70,9979283816,-4702369765438592973,15549990743094493139,0,1720259089479124093572704017587980,199723.0,,,,
18537851,2023-11-10 00:04:59,SWAP,0xfd6d0b2d11117f0639bc21703270faedc690a1659de5a47f02c1d7ffdef73039,106,289,,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x65cd2ee688f67cfe8a036e7584f8f9d590725c80,-2000000000,943358930278879113,15549990743094493139,0,1720263893547857914100261781905858,199723.0,,,,
18537852,2023-11-10 00:05:11,SWAP,0x464ffe687d10262b22e1a3eba30c5f74a2bdd1dfad5a93d180df873ee81154a5,0,2,,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,-304182768182,143538129866322184927,15565256566494037500,0,1720994727540542249914791262336213,199731.0,,,,
18537852,2023-11-10 00:05:11,SWAP,0x87130ad6eacd1b6663a362354d71cfc3e899a741379f5ad3bc2216666364375f,40,79,,0xe37e799d5077682fa0a244d46e5649f71457bd09,0xe37e799d5077682fa0a244d46e5649f71457bd09,-51258652418,24200000000000000000,15565256566494037500,0,1721117845515751470727232925772215,199733.0,,,,
18537852,2023-11-10 00:05:11,SWAP,0xeda7d89f9eb4e2e9276e9246d2786cb32ab0860459b5ebcecf0187e0c52b8db6,169,293,,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,-15460881072,7300000000000000000,15565256566494037500,0,1721154984409099706757432270527703,199733.0,,,,
18537856,2023-11-10 00:05:59,SWAP,0x47588621f1b22f47cf548410334b2f370806b8405b80573646bb1b88a60eb513,147,244,,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,326668472781,-154018495166541660492,15549990743094493139,0,1720370543968857137880716306330398,199724.0,,,,
18537858,2023-11-10 00:06:23,SWAP,0xd3fac72b8eef96f6c2fbcff2e32b4f1e2c7615e6b9fd6866e6e0d6dd4758397e,98,100,,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,2000000000,-942532665014954537,15549990743094493139,0,1720365741706759845665864511668468,199724.0,,,,
18537860,2023-11-10 00:06:47,SWAP,0x620b0821a36a46a05cbd354b05aad8f55eb1e0fc678210a57be383e4ec70f2fe,6,64,,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,21575720964,-10167576326978990081,15549990743094493139,0,1720313937277875036577432898737310,199723.0,,,,
18537860,2023-11-10 00:06:47,SWAP,0xfc72a05eda8f247d0afb6ef229bbabaa25a772d3a1ff818c3e44b9179b9cc510,210,438,,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,-2119948275,1000000000000000000,15549990743094493139,0,1720319029792059855214515866268900,199723.0,,,,
18537861,2023-11-10 00:06:59,SWAP,0x40888a6fa93fab4708c2540ce8d065043f834f382bbd8f356ce063dd1503ca4f,27,169,,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,271161645804,-127733697482628243788,15525090782939991772,0,1719667692916276152881108301501484,199716.0,,,,
18537861,2023-11-10 00:06:59,SWAP,0x19ef60d2e7a6f6676bffa86186c3550dcb4c20d6f023966c0d6fc87052b4e895,162,538,,0xe592427a0aece92de3edee1f18e0157c05861564,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,-46594377815,21963872174821268762,15525090782939991772,0,1719779723639948536066854105227277,199717.0,,,,
18537862,2023-11-10 00:07:11,SWAP,0x4595bf4d7f907c90ec38c4d79f9ef0a6f9f396e081dc9e3fadb03c37de168373,6,47,,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,162151022906,-76346753079804975231,15525090782939991772,0,1719390108336243514245466324419580,199712.0,,,,
18537863,2023-11-10 00:07:23,SWAP,0x250cd1fc09388ed74202290c085da41837fdde0f9e3bec36094cd0aa5d3fc090,0,2,,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,337762611836,-158920215852157253660,15523618482592778325,0,1718579048527933815766139146742984,199703.0,,,,
18537864,2023-11-10 00:07:35,SWAP,0xc5d96ad5b21b27936ea70b4146823c3e3db598db19be0cabc52663ac461d713b,4,41,,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0x51c72848c68a965f66fa7a88855f9f7784502a7f,157031250000,-73833501196757435672,15339292118758470936,0,1718201324559729721389924068267934,199699.0,,,,
18537864,2023-11-10 00:07:35,SWAP,0xffee15cd010e20b9aa3688cd15f2b41b33d7bb7e93e366d3e142c6a8f86688ac,97,299,,0xe30062750007002400ba00c47e004a0600e500fb,0xd89278702e8221555b5d7d6a202551caffb7c50b,-503808624,237067510830855970,15339292118758470936,0,1718202548412298534790075690525753,199699.0,,,,
18537865,2023-11-10 00:07:47,SWAP,0x5564a7b0d4cf2b060aefcc9a801a7cd166899ad1dbfc5890f0cf2e470fab9874,16,80,,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0x51c72848c68a965f66fa7a88855f9f7784502a7f,77148437500,-36262032251948564348,15339292118758470936,0,1718015253316663612624419454521270,199696.0,,,,
18537865,2023-11-10 00:07:47,SWAP,0xb440ce9c1bf42782af8422154eb325456d59d447e8d7dd0d93de1fe05ca2aa8f,212,281,,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x00000000d7c185343e6504e428b8f8b5ad6c91b8,-2305644903,1084690663392666700,15339292118758470936,0,1718020852993524049979741602742193,199697.0,,,,
18537866,2023-11-10 00:07:59,SWAP,0xa7478f083034307dafbdd83d65aa372aa220e4ce315540f8d8c92c6835f11193,8,66,,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,0xa69babef1ca67a37ffaf7a485dfff3382056e78c,86317034297,-40562436953840607638,15339292118758470936,0,1717811346106108857195391695202566,199694.0,,,,
18537869,2023-11-10 00:08:35,SWAP,0x7cfb00233eeeb32591051a30ab0a3d1f2ea5e80d9474179d081b9e15cafe41b9,0,2,,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,-294954731408,138785844535800899767,15523618482592778325,0,1718524844897444543999852119785596,199702.0,,,,
18537869,2023-11-10 00:08:35,SWAP,0x8557186c9180d22570e0f6f640b5e507123b46473ff7749eec5bbd8c4e7ce0f2,96,247,,0xe592427a0aece92de3edee1f18e0157c05861564,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,117292482834,-55148574775557137748,15339292118758470936,0,1718242978105540853266588442906312,199699.0,,,,
18537870,2023-11-10 00:08:47,SWAP,0xfd2fe9047038bcbf70a416e95cc17b7ee39194fd2181b96fd694a3d0e6e583b7,1,17,,0x286774e88f83a6829ad2e8c36114e06aaf7dcf3e,0x286774e88f83a6829ad2e8c36114e06aaf7dcf3e,67489582569,-31724012409252461210,15339292118758470936,0,1718079122095021886468106902476106,199697.0,,,,
18537870,2023-11-10 00:08:47,SWAP,0x589bd72b850a241670db7c67898715dbd47a335b58733c7329c7058566839d5f,49,148,,0xe592427a0aece92de3edee1f18e0157c05861564,0xe592427a0aece92de3edee1f18e0157c05861564,501537283,-235728920027494704,15339292118758470936,0,1718077904544104891349516759247920,199697.0,,,,
18537870,2023-11-10 00:08:47,SWAP,0x1c64fea3b88e9f06f25aa590c1c1d761599ce50819530bef570fe7e338bbd0d0,128,330,,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,40000000000,-18799434342295616244,15339292118758470936,0,1717980804584881467184990114081180,199696.0,,,,
18537873,2023-11-10 00:09:23,SWAP,0x70377101d2c8a6069b8a36b2f7c4f8009b6a44b06f9d299a944125a91e84f107,197,365,,0x68b3465833fb72a70ecdf485e0e4c7bd8665fc45,0x73a6a761fe483ba19debb8f56ac5bbf14c0cdad1,499122344,-234567019514274339,15339292118758470936,0,1717979593035235063572744868952095,199696.0,,,,
18537874,2023-11-10 00:09:35,SWAP,0x00ffa177e174659f36ee7dfa1417526880867dc187abe91c23e110b21bdb9d5e,0,2,,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,-207665228074,97720363577925695943,15523618482592778325,0,1718481612255869445812310833566419,199702.0,,,,
18537875,2023-11-10 00:09:47,SWAP,0x8a5a932b045ffa9c2d6d30940c6aa4cf8d9e039e5eef2297968be51fab55ec50,16,112,,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0x51c72848c68a965f66fa7a88855f9f7784502a7f,-168044692039,79117871759738257408,15523618482592778325,0,1718885205620830580691040412742896,199707.0,,,,
18537876,2023-11-10 00:09:59,SWAP,0x86e3e42c9912c76b6607b814e37b93b426fe8275e009f94255d9bc82c8d36b1a,0,2,,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,-504818723338,237899607568573186412,15549990743094493139,0,1720098515311335452095125802027116,199721.0,,,,
18537876,2023-11-10 00:09:59,SWAP,0x6897a721c56c74e630c27f5dda74f0646dc91545bcf329030044f2768ecca211,101,205,,0x1111111254eeb25477b68fb85ed929f73a960582,0x74de5d4fcbf63e00296fd95d33236b9794016631,-2101925165,991250000000000000,15549990743094493139,0,1720103563266021153569134293592804,199721.0,,,,
18537876,2023-11-10 00:09:59,SWAP,0x3a1092e611212b4c5a12e4933434c84b100792b88073106cf19d8f8b5f7b6628,122,264,,0xe592427a0aece92de3edee1f18e0157c05861564,0x22f9dcf4647084d6c31b2765f6910cd85c178c18,-4499172111,2121790791428100000,15549990743094493139,0,1720114368515723718730624626062819,199721.0,,,,
18537876,2023-11-10 00:09:59,SWAP,0x6593705514ae551f1758a03d0e314e43c4b0fe9ba260b75036217a6efc3d4011,146,343,,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,-19931642380,9400000000000000000,15549990743094493139,0,1720162238149061013919204520859766,199721.0,,,,
18537877,2023-11-10 00:10:11,SWAP,0x275861c02bd1f2f61d38ee8c11b010d2114a818a270e29526f41721498654f76,137,245,,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,-2120322202,1000000000000000000,15549990743094493139,0,1720167330663245832556287488391356,199721.0,,,,
18537878,2023-11-10 00:10:23,SWAP,0xd92635c1337f6b2ab0a859a22aaa505fef990f02ded6eedc66edc60ccf819ddc,17,83,,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xdef1c0ded9bec7f1a1670819833240f027b25eff,7470830926,-3519892512670285299,15549990743094493139,0,1720149396593661229912823517844111,199721.0,,,,
18537878,2023-11-10 00:10:23,BURN,0x25c3920a9ba02710b40e55bc7431da67ca7241bb8e3958f32be255c6fd59eb31,142,408,409.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,,12778351650,386725795785377919,15547278436869543390,-2712306224949749,1720149396593661229912823517844111,199721.0,590287.0,199590.0,201880.0,2712306224949749
18537878,2023-11-10 00:10:23,COLLECT,0x25c3920a9ba02710b40e55bc7431da67ca7241bb8e3958f32be255c6fd59eb31,142,412,413.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,12892763645,445645810880348741,15549990743094493139,0,1720149396593661229912823517844111,199721.0,590287.0,199590.0,201880.0,
18537879,2023-11-10 00:10:35,SWAP,0x87c2f86b59167c09bafc63b363af4cd6b33db091d820c7e511ad0432d25b33e6,0,2,,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,0x5050e08626c499411b5d0e0b5af0e83d3fd82edf,-280753331093,132460256411259482034,15547278436869543390,0,1720824070008231118489550079792219,199729.0,,,,
18537880,2023-11-10 00:10:47,SWAP,0x96a97c3d0b99bd30e680a1da7873d85b0a25c976a8287abf467f4871f66bfe5c,0,2,,0x767c8bb1574bee5d4fe35e27e0003c89d43c5121,0x2d722c96f79d149dd21e9ef36f93fc12906ce9f8,-282970589386,133611500719153610752,15562544260269087751,0,1721503971155419904797037987272419,199737.0,,,,
18537882,2023-11-10 00:11:11,SWAP,0xd4fb620a089433a18d147919d1759373589899145c1184d00f4492aa3710606d,101,231,,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,10000000000,-4718822354783458646,15562544260269087751,0,1721479947858319623135634407638256,199737.0,,,,
18537883,2023-11-10 00:11:23,SWAP,0x158d7063749e59ce0612e8da8f954e9eddce1c23d551c81f9666d3f561433ee7,21,55,,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0x9008d19f58aabd9ed0d60971565aa8510560ab41,-107229208789,50657073199507532031,15629466164790308124,0,1721737622205998854617267391803808,199740.0,,,,
18537884,2023-11-10 00:11:35,SWAP,0x73d054e3b68f0b3e4ba493b6514427e15e8f738a10d7ca442bb76bf3c4cc2f2c,3,23,,0x51c72848c68a965f66fa7a88855f9f7784502a7f,0x51c72848c68a965f66fa7a88855f9f7784502a7f,-167468372204,79145442066942509056,15629466164790308124,0,1722138621997436960282192343643974,199744.0,,,,
18537885,2023-11-10 00:11:47,SWAP,0xa2dec1b31fd19d812e3207143c2b6dffc49f4e110df51b679103d630ccfd1739,182,219,,0xdef1c0ded9bec7f1a1670819833240f027b25eff,0xdef1c0ded9bec7f1a1670819833240f027b25eff,83265000,-39320793901646498,15629466164790308124,0,1722138422674298435714464786456019,199744.0,,,,
18537885,2023-11-10 00:11:47,BURN,0xe5595933c1912a5ef0af349c31a59ebd6e67e3bce63174ae60bb9c43330278ca,212,298,299.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,,26542117919,0,15629466164790308124,0,1722138422674298435714464786456019,199744.0,475287.0,200310.0,202860.0,4957889111857535
18537885,2023-11-10 00:11:47,COLLECT,0xe5595933c1912a5ef0af349c31a59ebd6e67e3bce63174ae60bb9c43330278ca,212,302,303.0,0xc36442b4a4522e871399cd717abdd847ab11fe88,0xc36442b4a4522e871399cd717abdd847ab11fe88,26662787743,61844833618406940,15629466164790308124,0,1722138422674298435714464786456019,199744.0,475287.0,200310.0,202860.0,
18537886,2023-11-10 00:11:59,SWAP,0xe5120ac2825ede33715290627888dfce7c588644bfbcef33f2b31ea19e64ee74,146,291,,0x3fc91a3afd70395cd496c647d5a6cc9d4b2b7fad,0x09d1d767edf8fa23a64c51fa559e0688e526812f,10000000000,-4722301449581399060,15629466164790308124,0,1722114484603557949821307192451148,199744.0,,,,
