block_number,block_timestamp,tx_type,transaction_hash,transaction_index,log_index,reserve,owner,amount,liquidator,debt_asset,debt_amount,atoken
51996030,2024-01-06 06:04:59,AAVE_SUPPLY,0xc58accb6da31f427b92942db3eb023d9fb3733f7feb5b1d42bfa144571bb988f,52,244,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x9fb2e86637d4bb0b8092db29e9c43caa8634c9e9,7230739153,,,,
51996049,2024-01-06 06:05:41,AAVE_SUPPLY,0x30edeb567858715b2ce3cb15e5e8574996bc10c6becf0689465ac841eac06e6d,66,319,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x59eb1254bd8132d9892fba3d281d8c68c76395d4,25196016,,,,
51996049,2024-01-06 06:05:41,AAVE_SUPPLY,0x07735e7f397dfad7740b213a6001b4d8dd8ba7150307056f8b758861983c5cff,71,397,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xa7727350e1d54420b4f6bc916bc8648ac5f44d52,436848608,,,,
51996092,2024-01-06 06:07:11,AAVE_SUPPLY,0xdff3507956e019d7d869b111f5b311dc2cbad2bb9717aa6e97f35f407ba30e37,58,324,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xbab6643ee9c4d95955abbfb59c12a4eab0316f37,7000000,,,,
51996117,2024-01-06 06:08:05,AAVE_REPAY,0x632be0fd1566ff3e2d15d84ed0e92dd1ee967bc2a34ac510f8f7bb902d203d00,52,299,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xe6a0816bf9964edbb6dbf5680763bb9edd052f89,5770000000,,,,0.0
51996163,2024-01-06 06:09:43,AAVE_REPAY,0xff20a3321c0be262b86f97c76c8d71a83f76b37f46f2bb432e862788511096f8,48,254,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x696f67e27ee8d043b28a580b53331932585b5fcb,181717370015,,,,0.0
51996190,2024-01-06 06:10:39,AAVE_BORROW,0x65d9b54d372503e47ae2872d3cd1fa71ae6b0761d515029ee8b782f038f61fbe,67,327,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xe6a0816bf9964edbb6dbf5680763bb9edd052f89,4000000000,,,,
51996199,2024-01-06 06:11:00,AAVE_WITHDRAW,0x3f5d649105e569c29219f2e2ee2353ae97a9eec82a7410e637b6e81e91648170,63,327,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc4aff49fced8ac1d818a6dcab063f9f97e66ec5e,196888221537,,,,
51996226,2024-01-06 06:12:02,AAVE_SUPPLY,0x13883b064da1727ad77ff1f6f1f2f0bc753e8a2685665e25df1dcb002215c398,38,293,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x75db63125a4f04e59a1a2ab4acc4fc1cd5daddd5,23465097973,,,,
51996261,2024-01-06 06:13:16,AAVE_SUPPLY,0xf4c5abf3733a90a7c07a47a88d4a0a9950bc9624bbfaa55c04e8f5651bb1bc99,33,204,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x9fb2e86637d4bb0b8092db29e9c43caa8634c9e9,6617003715,,,,
51996280,2024-01-06 06:13:56,AAVE_WITHDRAW,0xb5de1bfdb515a9d774dda8bfe6654fd6b86973556e4585059cd0537d50ffb5e2,39,223,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x75db63125a4f04e59a1a2ab4acc4fc1cd5daddd5,23466668505,,,,
51996317,2024-01-06 06:15:14,AAVE_SUPPLY,0x956d338910f34429f159b20f64e78e3258318754ee4fa75f5dedb107e3fa7577,73,413,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x9fb2e86637d4bb0b8092db29e9c43caa8634c9e9,5959169975,,,,
51996328,2024-01-06 06:15:38,AAVE_SUPPLY,0x977f8a9247ceed25b5c0c0206463ccc3ee2f4af3292af5605345f8ad9fd93011,47,376,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x81d1e895aacfe6e708877752072030bedacaefff,1463875998,,,,
51996329,2024-01-06 06:15:40,AAVE_WITHDRAW,0xc202f65229c3b812a512b535ea232bbe77b76cfba8621be735a5bc16920bd3ea,20,82,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x0279fbacda1587ea140874499f1b95b5519be642,14028303,,,,
51996428,2024-01-06 06:19:10,AAVE_SUPPLY,0x5267209620b112a79b5db2e90ecd9ee511b4ce7c270a33e5f1f0b8dc0cf53a96,63,256,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x5a5f7ea4fc48fdb3e11b1e549e805b5f97b9f990,14512599,,,,
51996450,2024-01-06 06:19:59,AAVE_SUPPLY,0x5434c86f6494b83e9a3ec77485320ec8a6b846edee645ad602cbfd74091f4b86,44,2144,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x9fb2e86637d4bb0b8092db29e9c43caa8634c9e9,5795293061,,,,
51996567,2024-01-06 06:24:07,AAVE_SUPPLY,0xcb912d8c5c66c5fe66f6c9e08c803098c6192e32e9b5c3f798bd63b44a37157b,77,787,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x9fb2e86637d4bb0b8092db29e9c43caa8634c9e9,5401035788,,,,
51996577,2024-01-06 06:24:29,AAVE_WITHDRAW,0x8cc888d6bb682d55dfdae2d0f1c72f351c76bd365267e9fa32f30c06e03fc707,117,590,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x301f221bc732907e2da2dbbfaa8f8f6847c170c3,63497460,,,,
51996577,2024-01-06 06:24:29,AAVE_WITHDRAW,0x8cc888d6bb682d55dfdae2d0f1c72f351c76bd365267e9fa32f30c06e03fc707,117,638,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x301f221bc732907e2da2dbbfaa8f8f6847c170c3,63497460,,,,
51996577,2024-01-06 06:24:29,AAVE_WITHDRAW,0x8cc888d6bb682d55dfdae2d0f1c72f351c76bd365267e9fa32f30c06e03fc707,117,664,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xccdc029246edaf23899ef480e6b84df612b159ed,2067403,,,,
51996593,2024-01-06 06:25:03,AAVE_WITHDRAW,0xe4b7eeb9532c5fb9c87466fbb9de9b16d117916394e33b905341d60d736054f2,118,754,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc4aff49fced8ac1d818a6dcab063f9f97e66ec5e,18009000,,,,
51996616,2024-01-06 06:25:51,AAVE_WITHDRAW,0x3bb9e43640c18eb615262c82aa47a82147b27ff203dd9ff980ba762f4d849c5f,71,361,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xe3090207a2de94a856ea10a7e1bd36dd6145712b,4731598,,,,
51996616,2024-01-06 06:25:51,AAVE_SUPPLY,0x3bb9e43640c18eb615262c82aa47a82147b27ff203dd9ff980ba762f4d849c5f,71,382,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc4c3689867008282996291ff877132f2c3b99b61,23540,,,,
51996630,2024-01-06 06:26:21,AAVE_SUPPLY,0x0a06b869413d4e4246fd837c1f6e107ef1e8b39aca091271e331ef03940dd0d4,71,346,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x9fb2e86637d4bb0b8092db29e9c43caa8634c9e9,4501018412,,,,
51996646,2024-01-06 06:26:55,AAVE_REPAY,0xab6666a5ecd1290899256310b8643ab80efe2a4ade98f89611543d18aee3b48f,58,498,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xf2bc7a1ba243d901f98524c9b20086261d94e99b,200003320,,,,0.0
51996673,2024-01-06 06:27:55,AAVE_WITHDRAW,0x37d9f2c98fa3e7e5f11da87b60f66db40fd61e5fe90b4d2827185b836b3651c2,102,504,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc4aff49fced8ac1d818a6dcab063f9f97e66ec5e,15007500,,,,
51996753,2024-01-06 06:30:45,AAVE_REPAY,0x3ce23ef7d318a9e6fd8e826ab59a063095ecb05383ef2046075effe528ca9881,107,384,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x95120f421afe03073b9fe655da6720bf39089aeb,361005000,,,,0.0
51996798,2024-01-06 06:32:19,AAVE_SUPPLY,0x21020c324289cd70ad9f823d8bfca9e468df4797d48b75ba146a04775e0fe2d5,60,352,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xd6178163ba839ed9edbee7ad3c32b6c792b8d044,43549750992,,,,
51996819,2024-01-06 06:33:05,AAVE_SUPPLY,0x102968b0f09c476c7fccac81638043782037538f8e20501d610b770fdc475221,81,370,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x9fb2e86637d4bb0b8092db29e9c43caa8634c9e9,4438738190,,,,
51996829,2024-01-06 06:33:25,AAVE_WITHDRAW,0x9b1fb9a7bdecdd9d6b1cc6385e0e33a94f1df0a90095ff5aca9c52efb9c4a1f9,59,292,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xd6178163ba839ed9edbee7ad3c32b6c792b8d044,1000000000,,,,
51996872,2024-01-06 06:34:57,AAVE_WITHDRAW,0xd3a0c8bdfce2453c1b480c5e91e96936f3f6f8c1a92789c04b32afe2168b8342,49,210,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xdef171fe48cf0115b1d80b88dc8eab59176fee57,56173564,,,,
51996888,2024-01-06 06:35:31,AAVE_WITHDRAW,0x0c4524f4f72a4545174d44022140d2dcf152f8172dbed64112008f50ff5cbdc6,51,280,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x5a5f7ea4fc48fdb3e11b1e549e805b5f97b9f990,14512586,,,,
51996934,2024-01-06 06:37:13,AAVE_WITHDRAW,0xfee3d130799f4328751b1db2c76f23b65c166d961cb6ea402f7ba98d87b80757,69,286,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x795e7b7e42247c87d50431198afc53f9e6759dcf,3056089,,,,
51996967,2024-01-06 06:38:23,AAVE_SUPPLY,0xeb3d7d2bb8abb9675b74fb742f1423926b983b26eba2e0328a3903da50f79aca,44,350,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x5a5f7ea4fc48fdb3e11b1e549e805b5f97b9f990,3260490,,,,
51996983,2024-01-06 06:38:57,AAVE_WITHDRAW,0xd5e1ec3b48f4e2ee9fe0e4aade1c1eff125095737e594254171205241d62f637,99,543,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc4aff49fced8ac1d818a6dcab063f9f97e66ec5e,3001500000,,,,
51997005,2024-01-06 06:39:53,AAVE_SUPPLY,0x71eb8a0be0e81d335bb310d36ec2c014a8e0cec5296363009d4583aa614edcf7,90,974,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x5a5f7ea4fc48fdb3e11b1e549e805b5f97b9f990,12108943,,,,
51997035,2024-01-06 06:41:17,AAVE_BORROW,0x22884c4843d2794bf16b4ad80fd0a3e2d59385394b40b7fa63afdc98550a49c2,80,295,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc957277bc50251c26ff60e7c0ba08a0beb7d85ad,1000000000,,,,
51997145,2024-01-06 06:45:11,AAVE_WITHDRAW,0x332a3f2bda43a46d9e522ccf44adae41c6f706e4a3c773557ad329abbea68fe9,65,257,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x680b6f38bb2f9422641ba929c62ecf69560574c3,2000000000,,,,
51997215,2024-01-06 06:47:42,AAVE_BORROW,0x91b50a1a6f91b16179deb299c114b52886e134361be1207094f724114a9d6e89,64,308,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x17dd78b6b768c2afcbcaca3d4f1849ad76a8b5c7,1000000000,,,,
51997219,2024-01-06 06:47:52,AAVE_WITHDRAW,0xfc870d9315708fc3f996e45c4a6a66c9675b73bb4514475141d31e1ff6dc44cd,52,308,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x9fb2e86637d4bb0b8092db29e9c43caa8634c9e9,7000000000,,,,
51997293,2024-01-06 06:50:28,AAVE_WITHDRAW,0x806588c0c720f7095eb63144b2b489de2afecf0cc6a3e78d228c84fa038dead8,58,260,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x9fb2e86637d4bb0b8092db29e9c43caa8634c9e9,6000000000,,,,
51997309,2024-01-06 06:51:02,AAVE_WITHDRAW,0x48ff88aad94f96f2d603b94c7f236e2979ecb3bff2dc13fb0dd34499e561c88a,62,238,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x301f221bc732907e2da2dbbfaa8f8f6847c170c3,130753423,,,,
51997309,2024-01-06 06:51:02,AAVE_WITHDRAW,0x48ff88aad94f96f2d603b94c7f236e2979ecb3bff2dc13fb0dd34499e561c88a,62,267,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x301f221bc732907e2da2dbbfaa8f8f6847c170c3,130753423,,,,
51997309,2024-01-06 06:51:02,AAVE_WITHDRAW,0x48ff88aad94f96f2d603b94c7f236e2979ecb3bff2dc13fb0dd34499e561c88a,62,292,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x4162124e139c653aa400ecd64d9918e8b7cac115,4125525,,,,
51997391,2024-01-06 06:53:56,AAVE_WITHDRAW,0xd879a00d860ec04626c00801af37a59ede29142775972bab57ec46218aa3ad1e,78,455,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x9fb2e86637d4bb0b8092db29e9c43caa8634c9e9,5000000000,,,,
51997416,2024-01-06 06:54:50,AAVE_WITHDRAW,0x09fa7e9590ab112ba32bb1011b73acea0b6626b3482e2f7781a42f36faea7f8f,41,223,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc4aff49fced8ac1d818a6dcab063f9f97e66ec5e,2000000000,,,,
51997440,2024-01-06 06:55:42,AAVE_SUPPLY,0x7e89584620cd5ea6d2f72848b3dcd1294337e224e6add6416eaa9314daf6e06d,156,675,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x1737a38111a79e65dbb98cc769c721a22b73678b,700000000,,,,
51997472,2024-01-06 06:56:50,AAVE_WITHDRAW,0x5d79a613bb9ed3b6725b0d2b5e7c0320158c03b2e6eb02e9ee49046bd0e25c6c,78,360,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x9fb2e86637d4bb0b8092db29e9c43caa8634c9e9,4433000000,,,,
51997519,2024-01-06 06:58:28,AAVE_WITHDRAW,0x255fac083cbdda4d93bde48b39401e26bfc03f8580b4ea1fa1f8626612117a16,86,477,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc4aff49fced8ac1d818a6dcab063f9f97e66ec5e,18290341,,,,
51997552,2024-01-06 06:59:40,AAVE_WITHDRAW,0x88a62880e792698574dcf664d9e8f3e391e790dfbe7209847f722c3e61ced4e0,87,554,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x9fb2e86637d4bb0b8092db29e9c43caa8634c9e9,3500000000,,,,
51997710,2024-01-06 07:05:14,AAVE_SUPPLY,0xd6a6304f9ed55c377027ac964b39a45290cfdd2eebb1120b3703540b54c5b6ea,73,449,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x17c723c6a5baafa61560cde6d987127a7ced32eb,560226,,,,
51997712,2024-01-06 07:05:20,AAVE_REPAY,0x9ab4b1d772bfa2289cb95673e6b64955256a6f943f4c592a6c3c2e137ed3d030,89,382,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc4c3689867008282996291ff877132f2c3b99b61,15000000,,,,1.0
51997739,2024-01-06 07:06:16,AAVE_WITHDRAW,0x3778e42a4efa7aaef64455310d70ec17887a37c44ee0d3e3c93f691bad56da8a,77,478,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc4aff49fced8ac1d818a6dcab063f9f97e66ec5e,15356646,,,,
51997750,2024-01-06 07:06:40,AAVE_WITHDRAW,0x12fe6de378d7d2ebb7177cc0f6c74692550af76d5eef925bf52d5c043268302e,80,428,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x9fb2e86637d4bb0b8092db29e9c43caa8634c9e9,3000000000,,,,
51997763,2024-01-06 07:07:08,AAVE_WITHDRAW,0xddf5e7f07a4350e479daf8000ae395526ce55b75fdc0d6e298aa5ad0b3b8b44d,75,345,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xf4bcbcd8ef4a637955b85245fa485d68e29db6b8,103953,,,,
51997817,2024-01-06 07:09:02,AAVE_SUPPLY,0x1de30c994c50c8c120c2fbf595b81ea5ed5fa17ec453c37fecb4d8ccde96af40,57,629,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x71b1bf1813279501e2696044c83e588a17467e79,1324406235,,,,
51997855,2024-01-06 07:10:25,AAVE_SUPPLY,0xf947c0b6eea6ac303b45640e5bf4132fe0d80e015685924f2faac2a8ba76afa1,27,139,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x9c09430a4698479a442194603429c6d6f6f8462c,200000000,,,,
51997881,2024-01-06 07:11:21,AAVE_WITHDRAW,0x6e48c92b44b625c7ae4c54571c0027424049991a25341f0ca4f0b063ae9ddeed,49,244,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x9fb2e86637d4bb0b8092db29e9c43caa8634c9e9,3000000000,,,,
51997995,2024-01-06 07:15:23,AAVE_WITHDRAW,0x9a691748736011f259510504a9dc57e2abb0b72224beaf247080bdd4bb7de360,55,282,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc4aff49fced8ac1d818a6dcab063f9f97e66ec5e,46930000,,,,
51998020,2024-01-06 07:16:17,AAVE_WITHDRAW,0x90ca64e4e460d393014a94ae59ef584d6137412b28f849d12b9ac3267cf43935,123,599,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc4aff49fced8ac1d818a6dcab063f9f97e66ec5e,3001500000,,,,
51998036,2024-01-06 07:16:51,AAVE_WITHDRAW,0x6c85059c3bb651cb62d7f5bd629ac1d724e6c295a53d5d85359eb71aa76e00d7,63,331,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc4aff49fced8ac1d818a6dcab063f9f97e66ec5e,3001500000,,,,
51998183,2024-01-06 07:22:03,AAVE_WITHDRAW,0xae3e695e554edb977ce7db2e6c14b53322f3809da2619e748de96cff70f531ec,49,310,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc4aff49fced8ac1d818a6dcab063f9f97e66ec5e,3043246017,,,,
51998233,2024-01-06 07:23:51,AAVE_WITHDRAW,0x2e85e902d3e7b8be88bd82b19d83cb0d5b63b1b81500a221cfec6d47a65d2a61,73,378,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x9fb2e86637d4bb0b8092db29e9c43caa8634c9e9,1500000000,,,,
51998272,2024-01-06 07:25:15,AAVE_WITHDRAW,0x0bea79cfb591b94db5df82db916f60e68a5f17751a94609f1ad450049651bfde,91,470,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x8114801de39bf42434237628cbced11e8483679e,600000000,,,,
51998364,2024-01-06 07:28:29,AAVE_REPAY,0x678d2a8381b3ac1074adc6639b4d6e7ef4e6ca6ce08c239d95035768e3770ddf,63,370,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x8114801de39bf42434237628cbced11e8483679e,600000000,,,,0.0
51998394,2024-01-06 07:29:33,AAVE_WITHDRAW,0xbec8989dc3c95530f0a8a50421fe4f36789adb39847499749a51124d201cfd6e,45,233,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x8114801de39bf42434237628cbced11e8483679e,525000000,,,,
51998414,2024-01-06 07:30:15,AAVE_REPAY,0xc45df87a2b24d5952af9a70fb3118587764021006a75fb6362a960ef8266c546,63,290,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x8114801de39bf42434237628cbced11e8483679e,524570533,,,,0.0
51998448,2024-01-06 07:31:29,AAVE_WITHDRAW,0x3088d5e3410faa522dc53e6987b49a5279f856713a93db10c2b53540c133398a,95,1016,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x78f8bd884c3d738b74b420540659c82f392820e0,1093000000,,,,
51998715,2024-01-06 07:40:56,AAVE_REPAY,0x64e89641e72888417284faf15a01c3180e1332e3554a15c66a96b8bd4519de29,79,399,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xf46ccc8c1055b5ebc65d7d3d5c3c95f61131030a,38075879,,,,0.0
51998814,2024-01-06 07:44:26,AAVE_WITHDRAW,0xb774f7a0696f081ad6832f3da7b598dfce8db63d450bf02356a241a60efb76ff,71,332,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x9fb2e86637d4bb0b8092db29e9c43caa8634c9e9,60000000,,,,
51998951,2024-01-06 07:49:20,AAVE_WITHDRAW,0x5033b97a54e72b7ffb7431b06a5d33da301ac9e836f97f1cc34185c5181e8c50,103,413,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x5659b2939f89677725dfd3fd3fb8e4e123ace6c6,37995697,,,,
51998984,2024-01-06 07:50:30,AAVE_REPAY,0xaa0ed65e6eec44a94230c921af0c1c1a9e2d19bec406b5f43fe52bed6291bfb0,45,231,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x475b3328c5134e67192df2cdc31bb4e2b5b59dd3,170818737,,,,0.0
51999051,2024-01-06 07:52:52,AAVE_SUPPLY,0xb60090a1631eb8550b24d3270d74cc3ed3f739cbb61d951e29c3b980a627c2a9,40,202,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0x9fb2e86637d4bb0b8092db29e9c43caa8634c9e9,60107849,,,,
51999124,2024-01-06 07:55:33,AAVE_WITHDRAW,0xd2594d4ac5420fe2bb5225e6430f4a4bc643b4524df229ca58e06005d78eac71,134,502,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xc4aff49fced8ac1d818a6dcab063f9f97e66ec5e,420000000,,,,
51999233,2024-01-06 07:59:25,AAVE_REPAY,0xfa9a01678ad9ef1682644cb2e3b7a8ee9b223603a25ec1251887acb1fe5759a5,84,396,0x2791bca1f2de4661ed88a30c99a7a9449aa84174,0xb2dbffbad7cd600834dd91216aa75b4f43e00e2c,5572995734,,,,0.0
