block_number,block_timestamp,tx_type,transaction_hash,transaction_index,log_index,reserve,owner,amount,liquidator,debt_asset,debt_amount,atoken
51987965,2024-01-06 01:13:05,AAVE_BORROW,0x64fb92f4bd738853f59e54abca01761808178452ed5fa00da79c15f2a859e587,10,93,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xc258d51d09bbfb9d99365e95d16d197a78469128,2250000000000000000,,,,
51988061,2024-01-06 01:16:29,AAVE_BORROW,0x4e99badb9ab5371b9d4f411ba2ef57fced2974b4ed09a4de1672515926162e59,12,83,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xc258d51d09bbfb9d99365e95d16d197a78469128,2250000000000000000,,,,
51988073,2024-01-06 01:17:15,AAVE_SUPPLY,0xc35f7aae8faf97d3a4b4dd577b4615e721b417bec2060cfd563af0d7ab64c209,79,337,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x6ab5c0bada174623cafad6ec15989d66c650d970,1200000000000000,,,,
51988102,2024-01-06 01:18:29,AAVE_BORROW,0xf70061a8884d21fa509538d298b9820998b2f577e2010c96d048a9974805f68e,35,152,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xc258d51d09bbfb9d99365e95d16d197a78469128,2000000000000000000,,,,
51988161,2024-01-06 01:20:35,AAVE_SUPPLY,0x64775dac7093dc9b07e1da312be9567b619904b094681d31b03fad9f01d1c38f,95,1093,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x633ae6cbc7c68f70ef713abdf540b11db90ea62b,354192123473384790,,,,
51988168,2024-01-06 01:20:49,AAVE_BORROW,0x90ab6641a1eaf8fa05d3fb19687f67377cb6b492025634b7055cd9c5b5368e09,15,49,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xc258d51d09bbfb9d99365e95d16d197a78469128,1750000000000000000,,,,
51988176,2024-01-06 01:21:07,AAVE_SUPPLY,0xa35517518e932f14f4ebfde274f9973a1a3b81c659df57e7401084e9fb343a60,136,657,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x385590d716a4de40cc9c73dbaad7ec21ad9479a0,19468760321951976936,,,,
51988222,2024-01-06 01:22:43,AAVE_SUPPLY,0x11a62324025e39c38f1f2a06457da752057db39d2141f63580cd2c6e039242fa,12,65,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xa7a7ffe0520e90491e58c9c77f78d7cfc32d019e,19503201889122177,,,,
51988263,2024-01-06 01:24:11,AAVE_WITHDRAW,0xf9a57dfe6f2f473d62d36431bf2579c0e0e174f5552d22405a7086bf6a5a0e3e,50,311,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xc4aff49fced8ac1d818a6dcab063f9f97e66ec5e,8004000000000000000,,,,
51988264,2024-01-06 01:24:13,AAVE_SUPPLY,0xb76fad5ad8c27726df350f9cb9fe8acdd4c69c772b519aefe3fc09b746cfee58,52,818,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x5a5ffeaa81910fc0ee17908abb6061d3c33dab9a,156954852242217567,,,,
51988292,2024-01-06 01:25:13,AAVE_SUPPLY,0x599504ea9b2e4d709dbea203d581d442de68e825faffdd1aee319cf6c8b42993,64,285,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x5e654dfd75b1f17552b05dc741c7c09f7eab6148,9988222427384101,,,,
51988292,2024-01-06 01:25:13,AAVE_SUPPLY,0xf53ce191032f00f95955d8fd3361b85f111b46697780f2c4e9df131971340923,137,673,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xa9730b45eb13d2a4e01618b2f3785d51656c1e4a,14323917194309274,,,,
51988306,2024-01-06 01:25:43,AAVE_WITHDRAW,0x315b30b3d3ad4a4f403279d88013df3c50b8ef6a533cf84c4696094de6024710,46,214,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xc4aff49fced8ac1d818a6dcab063f9f97e66ec5e,6000000000000000000,,,,
51988335,2024-01-06 01:26:43,AAVE_BORROW,0x0e22e8649e46c9377a843631f04518f8b73676fa7aef04c1e1b58b240a21453f,8,24,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xc258d51d09bbfb9d99365e95d16d197a78469128,1500000000000000000,,,,
51988442,2024-01-06 01:30:31,AAVE_WITHDRAW,0xc99627f0d3b2e3e0bcd018ff61331788b0d1b60094bf8b075fccf64aa6296bcf,32,131,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xc4aff49fced8ac1d818a6dcab063f9f97e66ec5e,5464762859932316018,,,,
51988638,2024-01-06 01:37:27,AAVE_BORROW,0x993650853e0b4373dd5b69adb1b19abb8ace64a4e3e4aab1ded86ed54a3c8d62,37,170,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xa4f59ee788a190206acc393d8dd1e6f7d1229dd0,1050000000000000000,,,,
51988696,2024-01-06 01:39:31,AAVE_BORROW,0x010c9ecfadc88325a5e8808d3c40b3aff40aefbf46ed28ee733d10cf0b339ff5,47,224,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x633ae6cbc7c68f70ef713abdf540b11db90ea62b,79125869889934834,,,,
51988702,2024-01-06 01:39:43,AAVE_SUPPLY,0x5dec25bcb3e0df46b52c38e51fe823511b80f8280cec77d948b3c2573bc6c11e,61,439,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xf05287bdf8e461c8b59ff3eedfddce29a2907c57,37248306799891474,,,,
51988739,2024-01-06 01:41:03,AAVE_SUPPLY,0xca974c623d300c312e802dc404e4a859f0e4ff49903e01bbb32ae4cf40d7ea22,70,355,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x77bf13ccd186ff7c0a1b1c48a475a0e77a3df974,403970039993,,,,
51988763,2024-01-06 01:41:53,AAVE_SUPPLY,0x676308e3bd0071664919f4521203cbe5d00a41cef46c093c9c45cde5e0a836a4,37,158,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xa15c5374c1ac33b3a7a8bd90617eeea49d953f00,11171012371005942912,,,,
51988842,2024-01-06 01:44:41,AAVE_SUPPLY,0x82970007e1e01f9d6ad209ae668672b215302b1e73fd2ad2bfb778660ab15cd8,41,262,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x50acc695a327718e00503b3c43edc595e03d98c0,15011559266129396,,,,
51988984,2024-01-06 01:50:15,AAVE_SUPPLY,0x556254cd3b605aad11df511a19aa3c0e48edc0ad7c3f095f20f595fcab1c9883,202,547,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xbf973c7224a2df24fcda0529976a90e657a0d21f,1863201742832963,,,,
51989138,2024-01-06 01:55:43,AAVE_REPAY,0xc1b9ff6f2f8782ac6c9c2fd6a4333fcb22e8550e07b4be3f3ef89578b01225f0,41,188,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x1dc6074361a3cddee55a61c92bcf7de1667e1096,109500001130232483125,,,,0.0
51989370,2024-01-06 02:03:55,AAVE_REPAY,0x1265bd2f70408b21a692ade8421120d47b772dcbe28684227c9ee92dd4ebdcab,73,395,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x387d2265469b3a157b2a9b6ae3d00521e58f8b43,9999000000000005486,,,,0.0
51989427,2024-01-06 02:05:57,AAVE_SUPPLY,0x09e02da1b2dfe429d32e1e638a41481ea8266f623f4b5a4754f3bc7160d4d6e1,40,194,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x687764487db72136db6bf174c1a05d34a870a403,2973534272679014,,,,
51990001,2024-01-06 02:27:33,AAVE_SUPPLY,0xd3f11aa939cfee8516d2709243056b699da75b8234f5441da1d7b8d04b5fc3b6,84,840,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x1a9bd0d4e67fcf79156ed6ae1c918a3eec53be59,1000000000000000,,,,
51990122,2024-01-06 02:31:49,AAVE_SUPPLY,0x909a84b765215e8a28ac7023b73f60d119cbf85a22640a4da7e942770642754b,37,224,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x8ae928cb080aa43a50393cd08de208ef2b1bb86a,13192897004461247,,,,
51990366,2024-01-06 02:40:29,AAVE_SUPPLY,0xd0a0c16827743ce1292643df6463ed5c83290dc7f462185c7b39fdc123f7dd5b,54,226,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x549a1652239df64dab643f3622488cfcc72375d4,152789176884771838,,,,
51990371,2024-01-06 02:40:41,AAVE_SUPPLY,0xb42570f65ee4106d55d109df2057507d2c95828bbb36c46d11bc098af43670b7,46,438,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xd8dc8ef0f336f8e39054eafd9041d58a9c6cefae,10000000000000,,,,
51990461,2024-01-06 02:43:51,AAVE_BORROW,0x3a94c836544add21a7c046c8f04eedada18da2aa88d78165dbcb2fe094b54af5,47,219,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x2235a9a9839fc675522ccfc55b25b31ba6af6a42,2314927417898790402,,,,
51990461,2024-01-06 02:43:51,AAVE_REPAY,0x3a94c836544add21a7c046c8f04eedada18da2aa88d78165dbcb2fe094b54af5,47,226,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x2235a9a9839fc675522ccfc55b25b31ba6af6a42,1537109237955312,,,,0.0
51990663,2024-01-06 02:51:33,AAVE_WITHDRAW,0xb753c312a491e8bb7cfd58200bb4fb87f0b4d9e034d4c2213298d4eecabffe3f,26,85,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x647b41b745cf5e32e244e432902468c4bd89643c,500000000000000000,,,,
51991056,2024-01-06 03:05:29,AAVE_REPAY,0x26db0a2ad47ea85e3c8dd9ff23dcb484b7fa0f030cbfe07533c518e479063f28,124,468,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x2d979b3e213864cec93fd1c7f2af10723930fb82,2887153996327830,,,,0.0
51991063,2024-01-06 03:05:43,AAVE_WITHDRAW,0xfb2873592b56a8549859b46a9be42e5728036432da51d0cecb7f9a9179cc39f1,70,316,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xff46f43dd81e6355fc4d62dbd018d4d0ecddda44,160000000000000000,,,,
51991156,2024-01-06 03:09:01,AAVE_SUPPLY,0xbce1cd49afb5b7ea8076a7e21a8b9af7685b9042e6b36fa7e660bbb089062532,12,52,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xef7917d17212082ac6593630779b3e5ab50c1c81,3000000000000000,,,,
51991227,2024-01-06 03:11:31,AAVE_SUPPLY,0x21fe1966508eab0c145e8318d788edc9bacf5e454a78b5b24bab50e07aee63fb,46,177,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x2d979b3e213864cec93fd1c7f2af10723930fb82,50692041684522658,,,,
51991313,2024-01-06 03:15:07,AAVE_BORROW,0x0ecaacd3c844d058495326fc42bc3bff51e02fec898e5b404a23dc3a12a31941,107,442,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x2d979b3e213864cec93fd1c7f2af10723930fb82,23000000000000000,,,,
51991313,2024-01-06 03:15:07,AAVE_WITHDRAW,0x18444be42c6f3d4232bea0fb5c2b696f671f0182062a51be556d982cfc26d72a,118,516,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x50acc695a327718e00503b3c43edc595e03d98c0,15011568827585902,,,,
51991343,2024-01-06 03:16:09,AAVE_REPAY,0xbea330fd9e7dfc47e948aea92c2afb07d8275f20421a7c053b8de3e9afe8dbf8,59,255,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x2d979b3e213864cec93fd1c7f2af10723930fb82,23000000000000000,,,,0.0
51991439,2024-01-06 03:19:33,AAVE_REPAY,0xbad24e8bb556bfc7d45e285da3a0d370d7feed511a09fba15879da79b56de12f,76,468,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xaa40cb43f78b97701d0e5981d83822ed77dd57e9,3000088156207389093,,,,0.0
51991461,2024-01-06 03:20:21,AAVE_SUPPLY,0x1df3d5a58e89c064261b13fb705474daa8cfe53656d1570817c699bbe759a472,61,263,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x2d979b3e213864cec93fd1c7f2af10723930fb82,23926185358221543,,,,
51991618,2024-01-06 03:25:55,AAVE_BORROW,0x2112370ce8200913ccde0a90cbc114757444c24c962ab93f13ef4ba46e541426,72,251,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xaa40cb43f78b97701d0e5981d83822ed77dd57e9,2000000000000000000,,,,
51991678,2024-01-06 03:28:01,AAVE_BORROW,0xcc8a45c5f26ec7b6f83e3ffb1f752331cab8a639c091809bc6dff20a78fe0ae0,57,451,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xd36baa1beb2407ecf29f02db7857e75200555ad0,4439163671171299921,,,,
51991678,2024-01-06 03:28:01,AAVE_REPAY,0xcc8a45c5f26ec7b6f83e3ffb1f752331cab8a639c091809bc6dff20a78fe0ae0,57,458,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xd36baa1beb2407ecf29f02db7857e75200555ad0,4434728942229070,,,,0.0
51991695,2024-01-06 03:28:37,AAVE_SUPPLY,0x68977dc1c2421063d3ff5291da283163a06a16fc00e5e286dffc033172261bcd,74,386,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x669b85fbee20b2455d7763825a2479f78432ed0c,16151548518287293,,,,
51991756,2024-01-06 03:30:47,AAVE_WITHDRAW,0x9a7b069104c7579db407473f7af51711fbba1331477f8ae2adc82e3c4117e464,61,307,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xc4aff49fced8ac1d818a6dcab063f9f97e66ec5e,1000000000000000000,,,,
51991848,2024-01-06 03:34:03,AAVE_WITHDRAW,0x08362989b89bdbc72f33b03ef5a002f54beedc8c3934d1ed78d200be72a77736,82,562,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x1c1e4493f06206332f446776cad67c60d042935c,147127437753501628,,,,
51992077,2024-01-06 03:42:37,AAVE_SUPPLY,0x1791189220031ae786cf419b21b10cf44d34baa0c4f62ee897a9a3fbc6d87559,80,765,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x3ba5fef80228d83631192d1e2824218fc4922c75,20647709339293996,,,,
51992584,2024-01-06 04:00:39,AAVE_SUPPLY,0x7e4d00b60c880ef6a40c808d0fa70c8e253e6c6b6b73b4f1203fa15ad5d703f7,45,185,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xa7a7ffe0520e90491e58c9c77f78d7cfc32d019e,732703076505,,,,
51992893,2024-01-06 04:12:07,AAVE_BORROW,0xefa41afdd19adbdd1ef47490a50684ca41d4736bef409db320eeb72227b7e94b,65,234,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xbb925456d1215c03ed1b8aaafff9ae2672426526,11558372809492414,,,,
51992893,2024-01-06 04:12:07,AAVE_REPAY,0xefa41afdd19adbdd1ef47490a50684ca41d4736bef409db320eeb72227b7e94b,65,241,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xbb925456d1215c03ed1b8aaafff9ae2672426526,11546825983509,,,,0.0
51992988,2024-01-06 04:15:29,AAVE_BORROW,0x6fd2f513a41c6b3e956cb595976792e96611bdeccbd936931965f94e72598421,65,260,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xbb925456d1215c03ed1b8aaafff9ae2672426526,3949359143891643,,,,
51992988,2024-01-06 04:15:29,AAVE_REPAY,0x6fd2f513a41c6b3e956cb595976792e96611bdeccbd936931965f94e72598421,65,267,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xbb925456d1215c03ed1b8aaafff9ae2672426526,3945413730162,,,,0.0
51993088,2024-01-06 04:19:03,AAVE_SUPPLY,0xef22f3faf04a0b332c10f42a73def7e82b9ee2fd94b0fe4ec701c7e5ce9ffb76,37,124,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x88844185fa124f6f620578afc57037ebedaab840,551607321398598986,,,,
51993142,2024-01-06 04:20:57,AAVE_SUPPLY,0x389aaf89ae0bed8764af6ae3786b20950b905385224c7297fc2e0f868d87baf7,40,213,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x11fd7af019ea713935592147ca067c8de3206ffa,65899939661462953,,,,
51993680,2024-01-06 04:40:38,AAVE_WITHDRAW,0x70a994ba7ce0683dacb9142232fa928b0f738a2ed3ba1ef2d33b60132af4303a,118,496,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xc4aff49fced8ac1d818a6dcab063f9f97e66ec5e,104995292117369413,,,,
51993774,2024-01-06 04:43:56,AAVE_SUPPLY,0x570cee56fc9326a512cfb744d880655a0bbb31a85577c43ac84ea4fa2da589c5,27,174,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xa2eb5097483cf2f8d0123a136a9d735d8e8efa9f,17020147193657330,,,,
51993971,2024-01-06 04:50:56,AAVE_SUPPLY,0x9321b82029f437aeefd38d50026722f4bb7843dfa6257af071d731912a9e92c4,24,169,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x4f453f7b57c55d330bdce905d199ef705c4d7f39,2903193145588864,,,,
51994042,2024-01-06 04:53:26,AAVE_WITHDRAW,0x2912322a096d14f35b248116af02b63a4ee9dba40d6302494307204db3a968e4,17,96,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xc4aff49fced8ac1d818a6dcab063f9f97e66ec5e,294906882504415,,,,
51994967,2024-01-06 05:26:32,AAVE_REPAY,0x94b2fce1dbca15eb6810be23baca958303f38ea889421b9e14708809b309e616,46,307,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xa65b44e85db0c0a280d203a88af460c308c86842,59940999999982088,,,,0.0
51995137,2024-01-06 05:32:41,AAVE_SUPPLY,0xc64d2313692f5be672ed54a586b20e6011e8f028e864d45137086d6e598594e5,109,376,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x4d655582e9bd9c760588e27d0fca7a799935c494,390446780699836467,,,,
51995155,2024-01-06 05:33:19,AAVE_WITHDRAW,0x69688dd3c9b6b47957ff6be45f069494578f353d264ac8ef6f7dfb245f0be4b9,43,225,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x988c1c81b477908b8d80f735c68ed276391741d3,831090481887876,,,,
51995183,2024-01-06 05:34:19,AAVE_WITHDRAW,0xfa48b68cd0c719dafd769a331a4bc16f3cb3709811a5e172e6a52b20a1b78a77,39,235,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xb1f3ce7382a8f3541eadfaeb8d5efa57b59bc6bc,19892823954975787,,,,
51995194,2024-01-06 05:34:45,AAVE_SUPPLY,0x503f9847d7d12b8c569b35cd0330c2b79331606fa1e4999f2576933681b4c478,38,149,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x4e2effd1eafc7eb80fcbc56ffabb37e0cc77b11a,21550428190733547,,,,
51995235,2024-01-06 05:36:13,AAVE_REPAY,0xeb34b7a905397572ed0cb3252543a3e93b31ff4c6660f1e2317f55414bdc090f,57,391,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x2235a9a9839fc675522ccfc55b25b31ba6af6a42,2313404941157846714,,,,0.0
51995348,2024-01-06 05:40:13,AAVE_WITHDRAW,0x018160d046970d87ae5a6b1ed9300b1cab693816389a7cdfdaad5f1ad30ee481,50,214,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xd31f267c6374ed045f414db8b04e0b84fa266e2b,350000000000000000,,,,
51995361,2024-01-06 05:40:41,AAVE_SUPPLY,0xb1104f1af570da171b3108c234daafe08549221a5baae0f18ce96755932458d6,78,376,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xf7c79e223415327dfad5caf89bd464b635c0cddc,587613622578959,,,,
51995389,2024-01-06 05:41:39,AAVE_WITHDRAW,0xaf3a13714cc01d376a32c9c3786c3d4a1e4b7fc71bb63b726f681933c6fdcedf,36,156,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xd31f267c6374ed045f414db8b04e0b84fa266e2b,207562569274076453,,,,
51995666,2024-01-06 05:51:39,AAVE_SUPPLY,0xe18f5cd6ace1156cf007733db751381e0f392f151ede2bf98d36893589c4d2dc,34,205,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xbab6643ee9c4d95955abbfb59c12a4eab0316f37,4680821393542255,,,,
51995788,2024-01-06 05:55:57,AAVE_WITHDRAW,0x51a6c07d301100df9cb8bbee44b032deffe98bdf5d03621d70392793a719aa57,5,20,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x253e8efdcbc1fc8acc47366e8bdf45b66954d0d1,1000000000000000000,,,,
51995892,2024-01-06 05:59:44,AAVE_SUPPLY,0x22886183fc76a9c04710633d1f1818fb0931621ebf14f580cc889e455e57009e,121,429,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xa989f464c2a76391d749e5d4aba3d9f470952c80,1477334172516466780,,,,
51995973,2024-01-06 06:02:37,AAVE_SUPPLY,0x128fefdbbd98a5d1835a455210a01fe41e1fb680f30549f7ffbc3304c5e3e982,127,632,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0x2235a9a9839fc675522ccfc55b25b31ba6af6a42,473849359500738,,,,
51996401,2024-01-06 06:18:14,AAVE_BORROW,0xf72194b6630b067eb8e420571f4ae3e9ccfffff588d82b77471b0f2cf822708c,87,1324,0x7ceb23fd6bc0add59e62ac25578270cff1b9f619,0xc37d404a079dca91eec37fb404c7c23225e17cef,5040455383237064,,,,
